,Series Name,Description,Frequency,Start,End
9627,FA266905005.A,Rest of the world; foreign income from U.S.,A,12-31-1946,12-31-2013
9628,FA313096105.A,Federal government; Miscellaneous and taxes receivable; asset (IMA),A,12-31-1946,12-31-2013
9629,FL313090005.Q,Federal government; total miscellaneous assets,Q,12-31-1945,09-30-2014
9630,FU313064105.A,Federal government; corporate equities; asset,A,12-31-1946,12-31-2013
9631,FU153131575.Q,Households and nonprofit organizations; IRAs; liability,Q,03-31-2007,06-30-2014
9632,FA343061155.A,Federal government retirement funds; Treasury securities held by Thrift Savings Plan; asset,A,12-31-1946,12-31-2013
9633,FU105013613.Q,"Nonfinancial corporate business; nonresidential structures, historical cost basis",Q,12-31-1946,09-30-2014
9634,FU896006001.Q,All sectors; net saving including net capital transfers paid (IMA),Q,12-31-1946,09-30-2014
9635,FA105000995.Q,"Nonfinancial corporate business; net lending (+) or borrowing (-) (capital account), excludes statistical discrepancy",Q,12-31-1946,09-30-2014
9636,FA893061505.A,"All sectors; Treasury securities, including U.S. savings bonds; asset",A,12-31-1946,12-31-2013
9637,FR473063605.Q,Credit unions; mortgage-backed securities and other asset-backed bonds; asset,Q,12-31-1946,09-30-2014
9638,FU633061110.A,Money market mutual funds; Treasury bills; asset,A,12-31-1946,12-31-2013
9639,FU633061110.Q,Money market mutual funds; Treasury bills; asset,Q,12-31-1946,09-30-2014
9640,FA473068005.A,Credit unions; depository institution loans n.e.c.; asset,A,12-31-1946,12-31-2013
9641,FU403192405.A,Government-sponsored enterprises; equity in government-sponsored enterprises (GSEs); liability,A,12-31-1946,12-31-2013
9642,FU146000105.A,Nonfinancial business; gross saving less net capital transfers paid,A,12-31-1946,12-31-2013
9643,FL403169283.A,Government-sponsored enterprises; U.S. government loans to Sallie Mae; liability,A,12-31-1945,12-31-2013
9644,FR763061403.Q,U.S.-chartered depository institutions; agency issued commercial CMOs and other structured MBS; asset,Q,12-31-1946,09-30-2014
9645,FR763061705.A,U.S.-chartered depository institutions; agency- and GSE-backed securities; asset,A,12-31-1946,12-31-2013
9646,FA113081005.A,Nonfinancial noncorporate business; equity and investment fund shares; asset ,A,12-31-1946,12-31-2013
9647,FA316130095.Q,Federal government; interest paid (IMA Q4),Q,12-31-1946,09-30-2014
9648,FA313094303.Q,Federal government; equity investment in funding corporations under PPIP; asset,Q,12-31-1946,09-30-2014
9649,FV218090185.Q,"State and local governments, excluding employee retirement funds; total other volume changes (IMA)",Q,12-31-1946,09-30-2014
9650,FA343061705.Q,Federal government retirement funds; agency- and GSE-backed securities; asset,Q,12-31-1946,09-30-2014
9651,FU104122005.A,Nonfinancial corporate business; debt securities; liability,A,12-31-1946,12-31-2013
9652,FU796012095.A,"Financial business; disposable income, net; net saving including foreign earnings retained abroad and CCAdj (IMA Q4) ",A,12-31-1946,12-31-2013
9653,FR753025003.A,Foreign banking offices in the U.S.; vault cash; asset,A,12-31-1946,12-31-2013
9654,FR403069385.A,Government-sponsored enterprises; Sallie Mae loans; asset,A,12-31-1946,12-31-2013
9655,FU896000105.A,All sectors; gross saving including foreign earnings retained abroad less net capital transfers paid,A,12-31-1946,12-31-2013
9656,FL213096105.A,"State and local governments, excluding employee retirement funds; Miscellaneous and taxes receivable; asset (IMA)",A,12-31-1945,12-31-2013
9657,FR523065005.A,Insurance companies; total mortgages; asset,A,12-31-1946,12-31-2013
9658,FA153062005.A,Households and nonprofit organizations; municipal securities and loans; asset,A,12-31-1946,12-31-2013
9659,FL113065603.A,Nonfinancial noncorporate business; farm mortgages; asset,A,12-31-1945,12-31-2013
9660,FR363150005.A,General government (consolidated); pension entitlements; liability,A,12-31-1946,12-31-2013
9661,FA115012005.A,"Nonfinancial noncorporate business; gross fixed investment, residential equipment and structures ",A,12-31-1946,12-31-2013
9662,FR764112205.A,U.S.-chartered depository institutions; interbank transactions due to U.S. banks; liability,A,12-31-1946,12-31-2013
9663,FL893065105.Q,All sectors; home mortgages; asset,Q,12-31-1945,09-30-2014
9664,FL893065125.Q,All sectors; home equity loans; asset,Q,12-31-1990,09-30-2014
9665,FA364104005.A,General government (consolidated); credit market instruments; liability,A,12-31-1946,12-31-2013
9666,FL634090005.Q,Money market mutual funds; total financial assets,Q,12-31-1945,09-30-2014
9667,FL642150073.Q,Mortgage real estate investment trusts; security repurchase agreements; liability,Q,12-31-1945,09-30-2014
9668,FU896130101.A,All sectors; interest received (IMA),A,12-31-1946,12-31-2013
9669,FL524041005.Q,Insurance companies; short-term loans including repurchase agreements; asset,Q,12-31-1945,09-30-2014
9670,FL524090005.Q,Insurance companies; total financial assets,Q,12-31-1945,09-30-2014
9671,FR633061700.A,Money market mutual funds; agency- and GSE-backed securities; asset,A,12-31-1946,12-31-2013
9672,FA116130101.A,Nonfinancial noncorporate business; interest received ,A,12-31-1946,12-31-2013
9673,FA116140001.A,"Nonfinancial noncorporate business; net national income/balance of primary incomes, net ",A,12-31-1946,12-31-2013
9674,FR644190085.Q,Equity real estate investment trusts; total liabilities ,Q,12-31-1946,09-30-2014
9675,FA316025001.A,Federal government; compensation of employees paid (IMA),A,12-31-1946,12-31-2013
9676,FU793190005.A,Financial business; total miscellaneous liabilities,A,12-31-1946,12-31-2013
9677,FU885000985.Q,All domestic sectors; net lending (+) or borrowing (-) (capital account) (IMA) ,Q,12-31-1946,09-30-2014
9678,FL814035005.Q,Other financial corporations; total loans including repurchase agreements; asset,Q,12-31-1945,09-30-2014
9679,FA266904101.Q,Rest of the world; income receipts from the U.S.,Q,12-31-1946,09-30-2014
9680,FA316150105.A,Federal government; property income (received) ,A,12-31-1946,12-31-2013
9681,FA315000905.Q,Federal government; net lending (+) or borrowing (-) (capital account),Q,12-31-1946,09-30-2014
9682,FA343061105.Q,Federal government retirement funds; Treasury securities; asset,Q,12-31-1946,09-30-2014
9683,FL513063003.A,Property-casualty insurance companies; corporate and foreign bonds; asset,A,12-31-1945,12-31-2013
9684,FA885019005.A,All domestic sectors; gross fixed investment ,A,12-31-1946,12-31-2013
9685,FA383165405.Q,Domestic nonfinancial sectors; multifamily residential mortgages; liability,Q,12-31-1946,09-30-2014
9686,FA153167005.A,Households and nonprofit organizations; security credit; liability,A,12-31-1946,12-31-2013
9687,FL403069330.A,Government-sponsored enterprises; FHLB loans; asset,A,12-31-1945,12-31-2013
9688,FA793040005.Q,Financial business; life insurance reserves; asset,Q,12-31-1946,09-30-2014
9689,FL694035005.A,Non-MMF investment funds; total loans including repurchase agreements; asset,A,12-31-1945,12-31-2013
9690,FA593052025.Q,Pension funds; retirement entitlements; asset (IMA),Q,12-31-1946,09-30-2014
9691,FL573061105.A,Private pension funds; Treasury securities; asset,A,12-31-1945,12-31-2013
9692,FU175050005.A,Personal sector; total capital expenditures,A,12-31-1946,12-31-2013
9693,FR143090005.Q,Nonfinancial business; total miscellaneous assets,Q,12-31-1946,09-30-2014
9694,FU103165505.A,Nonfinancial corporate business; commercial mortgages; liability,A,12-31-1946,12-31-2013
9695,FU103170005.Q,Nonfinancial corporate business; trade payables; liability,Q,12-31-1946,09-30-2014
9696,FU593093005.Q,Pension funds; unidentified miscellaneous assets,Q,12-31-1946,09-30-2014
9697,FU763061803.A,U.S.-chartered depository institutions; agency issued residential mortgage pass-through securities; asset,A,12-31-1946,12-31-2013
9698,FU104120005.A,Nonfinancial corporate business; securities and mortgages; liability,A,12-31-1946,12-31-2013
9699,FA268090185.A,Rest of the world; total other volume changes (IMA),A,12-31-1946,12-31-2013
9700,FA313131003.A,Federal government; postal savings system deposits; liability,A,12-31-1946,12-31-2013
9701,FA883052025.Q,All domestic sectors; retirement entitlements; asset (IMA),Q,12-31-1946,09-30-2014
9702,FU313061703.Q,Federal government; agency- and GSE-backed securities; asset,Q,12-31-1946,09-30-2014
9703,FU883096005.A,All domestic sectors; other accounts receivable; asset (IMA),A,12-31-1946,12-31-2013
9704,FU153062005.Q,Households and nonprofit organizations; municipal securities and loans; asset,Q,12-31-1946,09-30-2014
9705,FA343061155.Q,Federal government retirement funds; Treasury securities held by Thrift Savings Plan; asset,Q,12-31-1946,09-30-2014
9706,FU796020001.A,Financial business; wages and salaries paid (IMA),A,12-31-1946,12-31-2013
9707,FR403093005.A,Government-sponsored enterprises; unidentified miscellaneous assets,A,12-31-1946,12-31-2013
9708,FU793192005.A,Financial business; foreign direct investment in U.S.; liability,A,12-31-1946,12-31-2013
9709,FA883030205.A,All domestic sectors; other deposits including time and savings deposits; asset (IMA),A,12-31-1946,12-31-2013
9710,FA315000005.Q,Federal government; net lending (+) or borrowing (-) (financial account),Q,12-31-1946,09-30-2014
9711,FR793130205.A,Financial business; other deposits including time and savings deposits; liabilty (IMA),A,12-31-1946,12-31-2013
9712,FA313112003.A,Federal government; Treasury currency; liability,A,12-31-1946,12-31-2013
9713,FL313078005.Q,Federal government; taxes receivable; asset,Q,12-31-1945,09-30-2014
9714,FU313030205.Q,Federal government; Other deposits including time and savings deposits; asset (IMA),Q,12-31-1946,09-30-2014
9715,FU153166000.A,Households and nonprofit organizations; consumer credit; liability,A,12-31-1946,12-31-2013
9716,FA315000995.Q,Federal government; net lending (+) or borrowing (-) (capital account) (IMA),Q,12-31-1946,09-30-2014
9717,FU796025005.A,Financial business; compensation of employees paid (IMA),A,12-31-1946,12-31-2013
9718,FA503064105.Q,Funding corporations; corporate equities; asset,Q,12-31-1946,09-30-2014
9719,FL663194505.Q,Security brokers and dealers; investment by funding corporations; liability,Q,12-31-1945,09-30-2014
9720,FL763190005.Q,U.S.-chartered depository institutions; total miscellaneous liabilities,Q,12-31-1945,09-30-2014
9721,FU644090005.A,Real estate investment trusts; total financial assets ,A,12-31-1946,12-31-2013
9722,FU644090075.A,Mortgage real estate investment trusts; total financial assets ,A,12-31-1946,12-31-2013
9723,FU644104075.Q,Mortgage real estate investment trusts; credit market instruments; liability,Q,12-31-1946,09-30-2014
9724,FL143065005.Q,Nonfinancial business; total mortgages; asset,Q,12-31-1945,09-30-2014
9725,FL633061105.A,Money market mutual funds; Treasury securities; asset,A,12-31-1945,12-31-2013
9726,FA713125005.A,Monetary authority; currency outside banks; liability,A,12-31-1946,12-31-2013
9727,FL883164125.A,All domestic sectors; closely held corporate equities; liability,A,12-31-1945,12-31-2013
9728,FA763066000.Q,U.S.-chartered depository institutions; consumer credit; asset,Q,12-31-1946,09-30-2014
9729,FA763069143.A,U.S.-chartered depository institutions; commercial paper funded by borrowing from the Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (AMLF); asset,A,12-31-1946,12-31-2013
9730,FL113081005.A,Nonfinancial noncorporate business; equity and investment fund shares; asset ,A,12-31-1945,12-31-2013
9731,FR763129205.A,U.S.-chartered depository institutions; checkable deposits due to private domestic sectors; liability,A,12-31-1946,12-31-2013
9732,FR763129205.Q,U.S.-chartered depository institutions; checkable deposits due to private domestic sectors; liability,Q,12-31-1946,09-30-2014
9733,FA893169175.A,All sectors; open market paper; liability,A,12-31-1946,12-31-2013
9734,FA503069805.Q,Funding corporations; syndicated loans to nonfinancial corporate business; asset,Q,12-31-1946,09-30-2014
9735,FL664022605.A,Security brokers and dealers; long-term debt securities; asset ,A,12-31-1945,12-31-2013
9736,FL664022605.Q,Security brokers and dealers; long-term debt securities; asset ,Q,12-31-1945,09-30-2014
9737,FU644090085.Q,Equity real estate investment trusts; total financial assets ,Q,12-31-1946,09-30-2014
9738,FL143062005.A,Nonfinancial business; municipal securities and loans; asset,A,12-31-1945,12-31-2013
9739,FR663090005.Q,Security brokers and dealers; total miscellaneous assets,Q,12-31-1946,09-30-2014
9740,FR663092003.A,Security brokers and dealers; U.S. direct investment abroad; asset,A,12-31-1946,12-31-2013
9741,FL583152005.A,"Insurance companies and pension funds; insurance, pension and standardized guarantee schemes; liability (IMA)",A,12-31-1945,12-31-2013
9742,FA763066303.Q,U.S.-chartered depository institutions; leases to households; asset (Call Report; consolidated),Q,12-31-1946,09-30-2014
9743,FA763067003.A,U.S.-chartered depository institutions; security credit; asset,A,12-31-1946,12-31-2013
9744,FL813081005.Q,Other financial corporations; equity and investment fund shares; asset (IMA),Q,12-31-1945,09-30-2014
9745,FA222050053.A,State and local government employee defined contribution retirement funds; federal funds and security repurchase agreements; asset,A,12-31-1946,12-31-2013
9746,FR503063005.A,"Funding corporations; corporate and foreign bonds, including financial stabilization programs; asset",A,12-31-1946,12-31-2013
9747,FA784022005.A,Private depository institutions and money market mutual funds; debt securities; asset,A,12-31-1946,12-31-2013
9748,FR115035005.A,Nonfinancial noncorporate business; real estate at market value,A,12-31-1946,12-31-2013
9749,FA573064105.Q,"Private pension funds, including 403(b) plans; corporate equities; asset",Q,12-31-1946,09-30-2014
9750,FR643063005.Q,Real estate investment trusts; corporate and foreign bonds; asset,Q,12-31-1946,09-30-2014
